feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127,feat_128,feat_129,feat_130,feat_131,feat_132,feat_133,feat_134,feat_135,feat_136,feat_137,feat_138,feat_139,feat_140,feat_141,feat_142,feat_143,feat_144,feat_145,feat_146,feat_147,feat_148,feat_149,feat_150,feat_151,feat_152,feat_153,feat_154,feat_155,feat_156,feat_157,feat_158,feat_159,feat_160,feat_161,feat_162,feat_163,feat_164,feat_165,feat_166,feat_167,feat_168,feat_169,feat_170,feat_171,feat_172,feat_173,feat_174,feat_175,feat_176,feat_177,feat_178,feat_179,feat_180,feat_181,feat_182,feat_183,feat_184,feat_185,feat_186,feat_187,feat_188,feat_189,feat_190,feat_191,feat_192,feat_193,feat_194,feat_195,feat_196,feat_197,feat_198,feat_199,feat_200,feat_201,feat_202,feat_203,feat_204,feat_205,feat_206,feat_207,feat_208,feat_209,feat_210,feat_211,feat_212,feat_213,feat_214,feat_215,feat_216,feat_217,feat_218,feat_219,feat_220,feat_221,feat_222,feat_223,feat_224,feat_225,feat_226,feat_227,feat_228,feat_229,feat_230,feat_231,feat_232,feat_233,feat_234,feat_235,feat_236,feat_237,feat_238,feat_239,feat_240,feat_241,feat_242,feat_243,feat_244,feat_245,feat_246,feat_247,feat_248,feat_249,feat_250,feat_251,feat_252,feat_253,feat_254,feat_255,image_file,season
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,bright_spring_33.jpg,bright_spring
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,true_autumn_1.png,true_autumn
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,true_autumn_66.jpg,true_autumn
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,bright_winter_7.jpg,bright_winter
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,true_spring_42.jpg,true_spring
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,dark_winter_5.jpg,dark_winter
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,true_autumn_41.jpg,true_autumn
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,true_autumn_13.jpg,true_autumn
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,dark_winter_72.jpg,dark_winter
0.0,0.0,0.0,0.0,0.0,0.00244886,0.0,0.21613543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235606,0.0,0.0032789293,0.0,0.0,0.0,0.0022212493,0.0,0.0,0.0,0.0,0.0114283,0.0,0.0022798236,0.0072690304,0.0,0.0,3.4104347,0.0,0.021516364,0.0,0.0,0.0,0.0,0.0,0.0,0.014204886,0.0,0.0031409014,0.0,0.0,1.1499431,0.0038418998,0.0,0.0,0.0,0.0,0.0,1.1481328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061950726,0.0,0.0,0.0,0.0,0.0,0.0068785828,0.0,0.0,0.0,0.0,1.4665958,0.0,0.0,0.0,0.559809,0.0,0.0,0.00692216,0.0,0.0,0.033015974,0.0,0.005205417,0.0,0.0,0.033010144,0.0,0.0,0.0,0.0,0.0,0.0018833043,0.0,0.026986925,0.0,0.0,0.0,1.7700973,0.021931281,0.0,0.0,0.0,1.052261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052777054,0.0,0.0,0.0,0.0,0.0,0.0,0.35551006,0.0,0.0,0.0,0.0,0.0,0.08077892,0.0,0.0,0.054229837,0.0,0.038941342,0.0126832435,0.36517894,0.0,0.6693332,0.0,0.0,0.52690476,0.08485539,0.0,2.38414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710403,0.0,0.0,0.0,0.0,0.0,0.0,0.055539176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032770354,0.0033721067,0.0,0.0,0.0,0.0,0.0,1.374574,0.0,0.0,0.0,0.0,0.0,0.4882897,0.0,0.31858483,0.0,0.0,0.0,0.0,0.05253393,0.0,0.0068785483,0.0,0.0,0.0,0.04312951,0.20837684,0.0,0.04375031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580707,0.0,0.0,0.0,0.0,0.0,0.0,0.001974784,0.0,0.026596509,0.0,0.0,soft_autumn_61.jpg,soft_autumn
